code,name,sector,market,lo,hi,c0,c1,gain_lh,gain_cc,date_lo,date_hi,vol_ratio,bars
2173,博展,情報通信・サービスその他,グロース,179.5,1088.0,196.0,1010.0,506.1,415.3,2021-04-30,2026-01-20,0.6,1225
8058,三菱商事,商社・卸売,プライム,956.3,5787.0,1031.7,5413.0,505.1,424.7,2021-05-12,2026-03-27,0.79,1225
5715,古河機械金属,鉄鋼・非鉄,プライム,1183.0,7140.0,1329.0,4695.0,503.6,253.3,2022-07-06,2026-02-12,6.01,1225
8366,滋賀銀行,銀行,プライム,347.8,2099.0,478.2,2072.0,503.5,333.3,2021-12-01,2026-04-09,1.35,1225
2652,まんだらけ,小売,スタンダード,104.6,628.0,105.4,330.0,500.4,213.1,2021-04-06,2024-04-09,4.77,1225
8031,三井物産,商社・卸売,プライム,1113.3,6675.0,1162.8,6380.0,499.6,448.7,2021-04-28,2026-04-08,0.66,1225
5121,藤倉コンポジット,自動車・輸送機,プライム,462.0,2769.0,517.0,2576.0,499.4,398.3,2021-05-13,2026-03-05,0.4,1225
8368,百五銀行,銀行,プライム,298.0,1786.0,326.0,1774.0,499.3,444.2,2021-06-21,2026-04-09,1.84,1225
8848,レオパレス２１,不動産,プライム,135.0,809.0,157.0,670.0,499.3,326.8,2021-05-28,2025-09-22,0.69,1225
7927,ムトー精工,素材・化学,スタンダード,415.0,2480.0,670.0,2071.0,497.6,209.1,2022-03-09,2026-02-27,1.03,1225
5992,中央発條,建設・資材,スタンダード,645.0,3835.0,963.0,3650.0,494.6,279.0,2022-05-12,2025-11-28,0.81,1225
4617,中国塗料,素材・化学,プライム,810.0,4815.0,992.0,3440.0,494.4,246.8,2021-11-10,2025-12-05,2.06,1225
6417,ＳＡＮＫＹＯ,機械,プライム,515.4,3059.0,580.0,1964.5,493.5,238.7,2021-05-14,2025-08-12,0.75,1225
8544,京葉銀行,銀行,プライム,397.0,2356.0,453.0,2294.0,493.5,406.4,2021-06-21,2026-04-08,1.52,1225
1961,三機工業,建設・資材,プライム,1364.0,8060.0,1407.0,7970.0,490.9,466.5,2021-05-27,2026-04-09,1.72,1225
9072,ニッコンホールディングス,運輸・物流,プライム,920.5,5432.0,1121.0,4798.0,490.1,328.0,2022-04-18,2026-03-27,2.01,1225
4783,ＮＣＤ,情報通信・サービスその他,スタンダード,602.0,3550.0,660.0,2748.0,489.7,316.4,2021-05-13,2026-02-20,4.29,1225
5445,東京鐵鋼,鉄鋼・非鉄,プライム,383.7,2260.0,647.7,1967.0,489.0,203.7,2022-05-19,2024-11-08,1.7,1225
9104,商船三井,運輸・物流,プライム,1246.7,7325.0,1338.3,6631.0,487.6,395.5,2021-04-14,2026-03-19,0.33,1225
3777,環境フレンドリーホールディングス,情報通信・サービスその他,グロース,15.0,88.0,17.0,59.0,486.7,247.1,2021-04-13,2025-08-21,6.7,1225
1827,ナカノフドー建設,建設・資材,スタンダード,293.0,1710.0,388.0,1448.0,483.6,273.2,2022-06-20,2026-02-13,3.88,1225
6637,寺崎電気産業,電機・精密,スタンダード,924.0,5370.0,1245.0,4045.0,481.2,224.9,2022-10-25,2025-10-29,20.82,1225
5101,横浜ゴム,自動車・輸送機,プライム,1391.0,8063.0,1954.0,6395.0,479.7,227.3,2022-03-08,2026-02-25,1.2,1225
8614,東洋証券,金融（除く銀行）,プライム,139.0,802.0,197.0,695.0,477.0,252.8,2021-08-20,2026-02-17,1.86,1225
3299,ムゲンエステート,不動産,スタンダード,451.0,2602.0,508.0,2319.0,476.9,356.5,2022-09-28,2026-02-26,3.91,1225
4626,太陽ホールディングス,素材・化学,プライム,1089.0,6275.0,1545.0,4796.0,476.2,210.4,2023-01-06,2026-02-25,1.76,1225
5830,いよぎんホールディングス,銀行,プライム,634.0,3646.0,684.0,3194.0,475.1,367.0,2022-11-16,2026-02-12,1.25,861
1384,ホクリヨウ,食品,スタンダード,590.0,3385.0,706.0,2946.0,473.7,317.3,2022-09-28,2025-12-01,2.85,1225
3093,トレジャー・ファクトリー,小売,プライム,379.0,2169.0,533.0,1775.0,472.3,233.0,2022-01-21,2024-07-18,3.12,1225
8411,みずほフィナンシャルグループ,銀行,プライム,1397.0,7960.0,1580.5,6730.0,469.8,325.8,2021-12-01,2026-02-12,1.27,1225
6278,ユニオンツール,機械,プライム,3090.0,17530.0,3720.0,16390.0,467.3,340.6,2022-07-06,2026-03-05,6.27,1225
9024,西武ホールディングス,運輸・物流,プライム,1041.0,5871.0,1188.0,4327.0,464.0,264.2,2022-01-14,2025-10-07,0.73,1225
4828,ビジネスエンジニアリング,情報通信・サービスその他,プライム,313.5,1758.0,371.0,1248.0,460.8,236.4,2021-07-09,2025-12-29,1.98,1225
1934,ユアテック,建設・資材,プライム,597.0,3305.0,802.0,2768.0,453.6,245.1,2021-12-01,2026-02-27,2.02,1225
7381,ＣＣＩグループ,銀行,プライム,190.8,1055.0,206.6,1028.0,452.9,397.6,2021-10-29,2026-04-08,0.59,1106
7327,第四北越フィナンシャルグループ,銀行,プライム,379.5,2089.0,414.3,2024.0,450.5,388.5,2021-11-30,2026-02-12,1.48,1225
1803,清水建設,建設・資材,プライム,661.0,3618.0,903.0,2949.0,447.4,226.6,2022-04-27,2026-03-03,1.11,1225
6323,ローツェ,機械,プライム,690.0,3777.0,886.0,3269.0,447.4,269.0,2022-09-30,2026-01-29,1.03,1225
8306,三菱ＵＦＪフィナンシャル・グループ,銀行,プライム,564.4,3087.0,598.0,2842.5,447.0,375.3,2021-07-20,2026-02-12,0.9,1225
7131,のむら産業,商社・卸売,スタンダード,817.0,4450.0,975.0,4000.0,444.7,310.3,2022-02-24,2026-03-02,0.55,1064
3294,イーグランド,不動産,スタンダード,891.0,4845.0,905.0,4845.0,443.8,435.4,2021-04-26,2026-04-06,0.48,1225
4216,旭有機材,素材・化学,プライム,1304.0,7080.0,1477.0,5830.0,442.9,294.7,2021-05-27,2026-03-03,0.81,1225
7762,シチズン時計,電機・精密,プライム,354.0,1919.0,381.0,1804.0,442.1,373.5,2021-04-23,2026-02-27,0.78,1225
3099,三越伊勢丹ホールディングス,小売,プライム,681.0,3674.0,768.0,3223.0,439.5,319.7,2021-04-21,2024-07-11,1.07,1225
4046,大阪ソーダ,素材・化学,プライム,469.8,2534.0,525.2,1890.0,439.4,259.9,2021-07-09,2026-02-05,1.81,1225
7380,十六フィナンシャルグループ,銀行,プライム,385.4,2076.0,408.8,2008.0,438.7,391.2,2021-12-01,2026-02-27,1.73,1106
8308,りそなホールディングス,銀行,プライム,407.8,2193.0,458.7,1890.0,437.8,312.0,2021-07-20,2026-02-13,0.87,1225
4980,デクセリアルズ,素材・化学,プライム,625.0,3333.0,645.0,2333.5,433.3,261.8,2021-05-13,2025-11-17,0.63,1225
1802,大林組,建設・資材,プライム,834.0,4439.0,1019.0,3865.0,432.3,279.3,2021-11-30,2026-02-27,1.15,1225
1358,アモーヴァ・アセットマネジメント株式会社　上場インデックスファンド日経レバレッジ指数,その他,その他,21160.0,112500.0,31450.0,99990.0,431.7,217.9,2022-03-09,2026-02-26,0.62,1225
1691,ウィズダムツリー・コモディティ・セキュリティーズ・リミテッド　ＷｉｓｄｏｍＴｒｅｅ　ガソリン上場投資信託,その他,その他,2627.0,13895.0,2700.0,12405.0,428.9,359.4,2021-04-08,2026-03-31,2.15,1225
1814,大末建設,建設・資材,プライム,852.0,4505.0,921.0,3605.0,428.8,291.4,2021-10-28,2026-02-24,2.7,1225
1458,楽天投信投資顧問株式会社　楽天ＥＴＦ‐日経レバレッジ指数連動型,その他,その他,13345.0,70440.0,19750.0,61900.0,427.8,213.4,2022-03-09,2026-02-26,0.33,1225
7322,三十三フィナンシャルグループ,銀行,プライム,317.3,1672.0,340.5,1657.0,426.9,386.6,2021-05-27,2026-04-09,1.46,1225
3443,川田テクノロジーズ,建設・資材,プライム,351.1,1846.7,514.4,1628.0,426.0,216.5,2022-12-28,2026-02-27,2.1,1225
1952,新日本空調,建設・資材,プライム,838.0,4400.0,1165.0,3810.0,425.1,227.0,2022-05-13,2026-02-12,2.59,1225
6927,ヘリオス　テクノ　ホールディング,電機・精密,スタンダード,267.0,1402.0,385.0,1195.0,425.1,210.4,2021-12-21,2026-02-26,3.03,1225
8524,北洋銀行,銀行,プライム,210.0,1098.0,302.0,1040.0,422.9,244.4,2022-06-24,2026-02-27,3.91,1225
7999,ＭＵＴＯＨホールディングス,電機・精密,スタンダード,1468.0,7670.0,1646.0,7600.0,422.5,361.7,2022-12-26,2026-02-25,2.45,1225
5838,楽天銀行,銀行,プライム,1785.0,9317.0,1930.0,6700.0,422.0,247.2,2023-04-26,2026-02-20,0.97,725
9889,ＪＢＣＣホールディングス,情報通信・サービスその他,プライム,325.5,1692.0,362.0,1251.0,419.8,245.6,2021-05-13,2026-01-19,1.18,1225
8393,宮崎銀行,銀行,プライム,390.2,2022.0,465.6,1985.0,418.2,326.3,2021-12-01,2026-04-09,1.5,1225
8316,三井住友フィナンシャルグループ,銀行,プライム,1213.7,6284.0,1320.7,5552.0,417.8,320.4,2021-07-20,2026-02-12,0.74,1225
1365,大和アセットマネジメント株式会社　ｉＦｒｅｅＥＴＦ　日経平均レバレッジ・インデックス,その他,その他,17565.0,90820.0,26020.0,80150.0,417.1,208.0,2022-03-09,2026-02-26,0.77,1225
5334,日本特殊陶業,建設・資材,プライム,1559.0,8062.0,1850.0,8017.0,417.1,333.4,2021-07-09,2026-02-19,0.57,1225
7552,ハピネット,商社・卸売,プライム,703.0,3630.0,766.0,2776.0,416.4,262.4,2021-08-20,2025-09-26,2.81,1225
8015,豊田通商,商社・卸売,プライム,1405.0,7244.0,1555.0,6605.0,415.6,324.8,2022-07-07,2026-02-26,0.99,1225
1623,野村アセットマネジメント株式会社　ＮＥＸＴ　ＦＵＮＤＳ　鉄鋼・非鉄（ＴＯＰＩＸ−１７）上場投信,その他,その他,14750.0,75960.0,16050.0,68210.0,415.0,325.0,2021-08-23,2026-03-03,4.96,1225
4275,カーリット,素材・化学,プライム,604.0,3095.0,731.0,2695.0,412.4,268.7,2022-03-08,2026-03-02,2.04,1225
5290,ベルテクスコーポレーション,建設・資材,スタンダード,419.2,2144.0,441.8,2090.0,411.5,373.1,2021-04-28,2026-03-25,0.52,1225
4979,ＯＡＴアグリオ,素材・化学,スタンダード,655.5,3350.0,723.0,2780.0,411.1,284.5,2021-08-02,2026-03-16,0.36,1225
7389,あいちフィナンシャルグループ,銀行,プライム,309.2,1580.0,320.6,1574.0,411.0,391.0,2022-10-03,2026-04-09,0.85,861
9101,日本郵船,運輸・物流,プライム,1251.7,6394.0,1278.3,6163.0,410.8,382.1,2021-04-14,2026-04-08,0.16,1225
7433,伯東,商社・卸売,プライム,1230.0,6280.0,1292.0,4315.0,410.6,234.0,2021-04-30,2024-01-17,0.44,1225
4099,四国化成ホールディングス,素材・化学,プライム,1146.0,5840.0,1294.0,5100.0,409.6,294.1,2021-05-13,2026-02-25,2.99,1225
1631,野村アセットマネジメント株式会社　ＮＥＸＴ　ＦＵＮＤＳ　銀行（ＴＯＰＩＸ−１７）上場投信,その他,その他,7260.0,36990.0,8080.0,33400.0,409.5,313.4,2021-07-20,2026-02-09,2.69,1225
8233,高島屋,小売,プライム,488.5,2479.0,582.5,1990.0,407.5,241.6,2021-12-02,2026-02-12,0.88,1225
3608,ＴＳＩホールディングス,素材・化学,プライム,267.0,1352.0,324.0,1113.0,406.4,243.5,2022-04-18,2025-02-06,0.6,1225
4186,東京応化工業,素材・化学,プライム,1923.3,9730.0,2483.3,8717.0,405.9,251.0,2023-01-04,2026-03-03,1.08,1225
2304,ＣＳＳホールディングス,情報通信・サービスその他,スタンダード,225.0,1133.0,284.0,967.0,403.6,240.5,2022-04-28,2023-06-14,1.1,1225
9279,ギフトホールディングス,小売,プライム,988.5,4970.0,1093.5,4840.0,402.8,342.6,2022-03-09,2026-04-09,0.86,1225
2048,ノムラ・ヨーロッパ・ファイナンス・エヌ・ブイ　ＮＥＸＴ　ＮＯＴＥＳ　野村日本株高配当７０（ドルヘッジ、ネットリターン）ＥＴＮ,その他,その他,10450.0,52500.0,11130.0,51650.0,402.4,364.1,2021-04-21,2026-02-26,1.41,1225
5284,ヤマウホールディングス,建設・資材,スタンダード,525.0,2618.0,535.0,2204.0,398.7,312.0,2021-04-21,2025-09-05,1.58,1225
8914,エリアリンク,不動産,スタンダード,268.0,1336.5,293.5,1130.0,398.7,285.0,2021-04-27,2025-08-19,0.69,1225
8877,エスリード,不動産,プライム,1519.0,7560.0,1719.0,6410.0,397.7,272.9,2021-08-20,2026-02-27,1.49,1225
1615,野村アセットマネジメント株式会社　ＮＥＸＴ　ＦＵＮＤＳ　東証銀行業株価指数連動型上場投信,その他,その他,138.0,683.5,155.0,623.9,395.3,302.5,2021-07-20,2026-02-12,1.64,1225
6490,ＰＩＬＬＡＲ,機械,プライム,1750.0,8660.0,1843.0,8030.0,394.9,335.7,2021-04-30,2026-03-03,0.55,1225
6503,三菱電機,電機・精密,プライム,1225.5,6060.0,1663.5,5639.0,394.5,239.0,2022-03-09,2026-02-26,1.32,1225
6932,遠藤照明,電機・精密,スタンダード,627.0,3100.0,657.0,2718.0,394.4,313.7,2021-04-23,2026-03-03,1.13,1225
6508,明電舎,電機・精密,プライム,1784.0,8780.0,2500.0,8650.0,392.2,246.0,2023-04-27,2026-03-26,1.69,1225
1568,シンプレクス・アセット・マネジメント株式会社　ＴＯＰＩＸブル２倍上場投信,その他,その他,193.0,945.8,243.2,853.0,390.1,250.7,2022-03-09,2026-02-27,0.38,1225
1888,若築建設,建設・資材,プライム,1260.0,6170.0,1319.0,4090.0,389.7,210.1,2021-05-13,2025-08-26,0.42,1225
5821,平河ヒューテック,鉄鋼・非鉄,プライム,917.0,4485.7,1210.0,4280.0,389.2,253.7,2022-10-03,2026-02-24,3.2,1225
1367,大和アセットマネジメント株式会社　ｉＦｒｅｅＥＴＦ　ＴＯＰＩＸレバレッジ（２倍）指数,その他,その他,14985.0,72930.0,18840.0,65910.0,386.7,249.8,2022-03-09,2026-02-27,0.67,1225
1618,野村アセットマネジメント株式会社　ＮＥＸＴ　ＦＵＮＤＳ　エネルギー資源（ＴＯＰＩＸ−１７）上場投信,その他,その他,9030.0,43900.0,10210.0,39100.0,386.2,283.0,2021-08-20,2026-03-30,1.46,1225
2768,双日,商社・卸売,プライム,1495.0,7257.0,1535.0,6454.0,385.4,320.5,2021-04-21,2026-03-03,0.87,1225
5021,コスモエネルギーホールディングス,エネルギー資源,プライム,1040.0,5034.0,1267.0,4507.0,384.0,255.7,2021-08-20,2026-03-02,0.51,1225
6454,マックス,機械,プライム,377.8,1827.5,400.3,1646.0,383.7,311.2,2022-05-26,2026-03-13,1.69,1225
8766,東京海上ホールディングス,金融（除く銀行）,プライム,1635.7,7870.0,1746.3,7250.0,381.1,315.2,2021-06-21,2026-03-26,0.94,1225
3489,フェイスネットワーク,不動産,スタンダード,200.2,959.0,224.2,805.0,379.0,259.1,2021-11-29,2026-02-27,2.52,1225
8747,豊トラスティ証券,金融（除く銀行）,スタンダード,720.0,3445.0,869.0,2800.0,378.5,222.2,2021-10-14,2026-03-02,1.75,1225
8630,ＳＯＭＰＯホールディングス,金融（除く銀行）,プライム,1324.0,6302.0,1386.3,5994.0,376.0,332.4,2021-04-21,2026-02-27,0.89,1225
6617,東光高岳,電機・精密,プライム,1283.0,6100.0,1603.0,5930.0,375.4,269.9,2021-12-01,2026-04-09,1.11,1225
8336,武蔵野銀行,銀行,プライム,509.0,2415.0,593.7,2350.0,374.5,295.8,2021-11-30,2026-04-09,1.39,1225
9367,大東港運,運輸・物流,スタンダード,577.0,2737.0,602.0,2161.0,374.4,259.0,2021-08-05,2026-02-09,3.71,1225
7608,エスケイジャパン,商社・卸売,スタンダード,199.5,944.0,230.0,806.0,373.2,250.4,2022-02-25,2026-02-27,1.07,1225
8418,山口フィナンシャルグループ,銀行,プライム,607.0,2870.5,713.0,2666.0,372.9,273.9,2021-07-19,2026-02-12,0.95,1225
8338,筑波銀行,銀行,プライム,156.0,735.0,181.0,612.0,371.2,238.1,2021-12-01,2026-02-12,3.52,1225
9119,飯野海運,運輸・物流,プライム,410.0,1932.0,532.0,1857.0,371.2,249.1,2021-07-09,2026-04-08,0.38,1225
8053,住友商事,商社・卸売,プライム,1434.0,6755.0,1573.5,6231.0,371.1,296.0,2021-06-21,2026-02-12,0.84,1225
1882,東亜道路工業,建設・資材,プライム,415.0,1954.0,422.5,1731.0,370.8,309.7,2021-04-21,2026-03-02,1.79,1225
2802,味の素,食品,プライム,1067.5,5025.0,1114.3,4713.0,370.7,323.0,2021-04-21,2026-02-26,0.87,1225
9369,キユーソー流通システム,運輸・物流,スタンダード,790.0,3680.0,813.0,3150.0,365.8,287.5,2021-06-01,2025-08-20,1.81,1225
2065,ノムラ・ヨーロッパ・ファイナンス・エヌ・ブイ　ＮＥＸＴ　ＮＯＴＥＳ　日本株配当貴族（ドルヘッジ、ネットリターン）ＥＴＮ,その他,その他,12580.0,58550.0,13420.0,56610.0,365.4,321.8,2021-07-09,2026-03-02,1.68,1225
5393,ニチアス,建設・資材,プライム,697.0,3238.3,917.0,3073.0,364.6,235.1,2022-05-20,2026-02-27,1.49,1225
4220,リケンテクノス,素材・化学,プライム,406.0,1878.0,524.0,1781.0,362.6,239.9,2022-03-09,2026-03-02,0.9,1225
5631,日本製鋼所,機械,プライム,2305.0,10620.0,2636.0,9894.0,360.7,275.3,2024-02-14,2026-03-03,2.26,1225
9067,丸運,運輸・物流,スタンダード,210.0,967.0,281.0,942.0,360.5,235.2,2022-09-28,2025-11-17,2.36,1225
7740,タムロン,電機・精密,プライム,265.1,1220.0,280.1,1049.0,360.2,274.5,2022-03-09,2024-09-27,1.28,1225
1540,三菱ＵＦＪ信託銀行株式会社　純金上場信託（現物国内保管型）,その他,その他,5820.0,26585.0,5890.0,22540.0,356.8,282.7,2021-04-15,2026-01-29,5.06,1225
7456,松田産業,商社・卸売,プライム,1940.0,8860.0,2041.0,6660.0,356.7,226.3,2022-05-26,2026-03-02,0.95,1225
3286,トラストホールディングス,不動産,スタンダード,283.0,1292.0,372.0,1131.0,356.5,204.0,2022-03-10,2025-04-16,0.41,1225
8345,岩手銀行,銀行,プライム,397.0,1809.0,583.3,1752.0,355.7,200.4,2021-12-01,2026-04-08,1.4,1225
6039,日本動物高度医療センター,情報通信・サービスその他,グロース,329.4,1499.0,403.2,1456.0,355.1,261.1,2021-12-20,2026-02-20,3.32,1225
2501,サッポロホールディングス,食品,プライム,421.8,1908.0,456.6,1877.5,352.3,311.2,2021-06-02,2026-02-16,0.96,1225
4028,石原産業,素材・化学,プライム,894.0,4035.0,947.0,2862.0,351.3,202.2,2021-04-21,2026-02-24,0.86,1225
5816,オーナンバ,鉄鋼・非鉄,スタンダード,399.0,1799.0,509.0,1799.0,350.9,253.4,2022-03-08,2026-04-09,0.14,1225
8253,クレディセゾン,金融（除く銀行）,プライム,1097.0,4940.0,1369.0,4411.0,350.3,222.2,2021-12-02,2026-02-16,0.71,1225
9274,ＫＰＰグループホールディングス,商社・卸売,プライム,237.0,1067.0,250.0,914.0,350.2,265.6,2021-04-21,2022-11-18,0.51,1225
1672,ウィズダムツリー・メタル・セキュリティーズ・リミテッド　ＷｉｓｄｏｍＴｒｅｅ　金上場投資信託,その他,その他,17750.0,79860.0,18190.0,69590.0,349.9,282.6,2021-04-13,2026-01-29,4.66,1225
7186,横浜フィナンシャルグループ,銀行,プライム,383.0,1711.5,441.0,1534.0,346.9,247.8,2021-07-09,2026-02-12,0.97,1225
4972,綜研化学,素材・化学,スタンダード,792.0,3535.0,1116.0,3505.0,346.3,214.1,2022-01-27,2026-04-08,2.54,1225
1671,シンプレクス・アセット・マネジメント株式会社　ＷＴＩ原油価格連動型上場投信,その他,その他,1241.0,5527.0,1254.0,4953.0,345.4,295.0,2021-04-06,2026-04-07,0.29,1225
4676,フジ・メディア・ホールディングス,情報通信・サービスその他,プライム,1003.0,4466.0,1340.0,4284.0,345.3,219.7,2022-11-04,2026-04-07,9.31,1225
1326,ワールド・ゴールド・トラスト・サービシズ・エルエルシー　ＳＰＤＲゴールド・シェア,その他,その他,17690.0,78660.0,17920.0,68820.0,344.7,284.0,2021-04-15,2026-01-29,2.43,1225
1939,四電工,建設・資材,プライム,475.8,2116.0,484.0,1993.0,344.7,311.8,2021-04-15,2026-02-27,2.08,1225
5351,品川リフラ,建設・資材,プライム,564.0,2507.0,581.4,2106.0,344.5,262.2,2021-04-21,2026-03-02,0.61,1225
6363,酉島製作所,機械,プライム,820.0,3635.0,869.0,3400.0,343.3,291.3,2021-04-28,2026-04-08,2.19,1225
8007,高島,商社・卸売,プライム,212.4,940.0,220.6,824.0,342.6,273.5,2021-05-13,2026-02-27,2.51,1225
6643,戸上電機製作所,電機・精密,スタンダード,1644.0,7250.0,1879.0,6150.0,341.0,227.3,2022-05-27,2026-03-05,3.36,1225
8367,南都銀行,銀行,プライム,356.6,1571.0,380.8,1516.0,340.5,298.1,2021-12-01,2026-04-08,1.8,1225
1663,Ｋ＆Ｏエナジーグループ,エネルギー資源,プライム,1292.0,5690.0,1448.0,4960.0,340.4,242.5,2021-08-12,2026-03-30,4.92,1225
6644,大崎電気工業,電機・精密,プライム,437.0,1915.0,613.0,1900.0,338.2,210.0,2021-12-01,2026-04-09,1.52,1225
4635,東京インキ,素材・化学,スタンダード,422.4,1850.0,437.6,1400.0,338.0,219.9,2021-04-21,2026-02-13,5.15,1225
5331,ノリタケ,建設・資材,プライム,852.5,3725.0,880.0,3275.0,337.0,272.2,2021-04-27,2026-02-18,1.15,1225
7932,ニッピ,情報通信・サービスその他,スタンダード,3355.0,14650.0,3740.0,12660.0,336.7,238.5,2022-06-23,2026-02-10,4.99,1225
8152,ソマール,商社・卸売,スタンダード,1757.0,7670.0,1933.0,5940.0,336.5,207.3,2021-04-20,2025-03-10,3.0,1225
5991,日本発條,建設・資材,プライム,744.0,3239.0,796.0,2597.0,335.3,226.3,2021-08-20,2026-02-12,1.49,1225
4971,メック,素材・化学,プライム,1804.0,7850.0,2449.0,7780.0,335.1,217.7,2025-04-07,2026-04-09,1.71,1225
9028,ゼロ,運輸・物流,スタンダード,964.0,4185.0,1115.0,3630.0,334.1,225.6,2022-03-09,2026-01-16,7.77,1225
9110,ＮＳユナイテッド海運,運輸・物流,プライム,1853.0,8000.0,1925.0,7520.0,331.7,290.6,2021-04-14,2026-03-18,0.23,1225
7088,フォーラムエンジニアリング,情報通信・サービスその他,プライム,397.5,1713.0,525.0,1699.0,330.9,223.6,2022-03-08,2025-11-12,1.47,1225
7505,扶桑電通,商社・卸売,スタンダード,512.5,2205.0,555.0,1967.0,330.2,254.4,2023-04-12,2026-02-19,1.98,1225
1690,ウィズダムツリー・コモディティ・セキュリティーズ・リミテッド　ＷｉｓｄｏｍＴｒｅｅ　ＷＴＩ　原油上場投資信託,その他,その他,582.0,2500.0,588.0,2228.0,329.6,278.9,2021-04-12,2026-03-03,0.28,1225
9531,東京瓦斯,電気・ガス,プライム,1854.5,7967.0,2338.5,7297.0,329.6,212.0,2021-10-28,2026-03-05,0.92,1225
7278,エクセディ,自動車・輸送機,プライム,1447.0,6200.0,1639.0,5660.0,328.5,245.3,2022-04-08,2026-02-27,0.91,1225
8725,ＭＳ＆ＡＤインシュアランスグループホールディングス,金融（除く銀行）,プライム,1031.0,4401.0,1069.0,4115.0,326.9,284.9,2021-04-30,2026-02-27,1.09,1225
8075,神鋼商事,商社・卸売,プライム,701.0,2986.7,737.7,2400.0,326.1,225.3,2021-04-21,2024-07-18,0.82,1225
5444,大和工業,鉄鋼・非鉄,プライム,3115.0,13205.0,3335.0,12250.0,323.9,267.3,2021-04-28,2026-02-12,1.2,1225
7305,新家工業,鉄鋼・非鉄,スタンダード,690.0,2925.0,833.5,2539.0,323.9,204.6,2022-05-20,2026-02-27,1.7,1225
1328,野村アセットマネジメント株式会社　ＮＥＸＴ　ＦＵＮＤＳ　金価格連動型上場投信,その他,その他,4800.0,20325.0,4865.0,17765.0,323.4,265.2,2021-04-15,2026-01-29,3.93,1225
2676,高千穂交易,商社・卸売,プライム,537.5,2252.0,566.5,2020.0,319.0,256.6,2021-04-28,2025-06-20,1.06,1225
9824,泉州電業,商社・卸売,プライム,1577.5,6610.0,1777.5,6370.0,319.0,258.4,2021-05-27,2026-02-25,1.87,1225
1699,野村アセットマネジメント株式会社　ＮＥＸＴ　ＦＵＮＤＳ　ＮＯＭＵＲＡ　原油インデックス連動型上場投信,その他,その他,153.0,639.0,156.0,583.8,317.6,274.2,2021-04-06,2026-03-23,0.21,1225
1629,野村アセットマネジメント株式会社　ＮＥＸＴ　ＦＵＮＤＳ　商社・卸売（ＴＯＰＩＸ−１７）上場投信,その他,その他,74.3,310.0,79.6,289.5,317.2,263.7,2021-08-20,2026-04-08,4.83,1225
8343,秋田銀行,銀行,プライム,1374.0,5730.0,1449.0,5350.0,317.0,269.2,2021-04-26,2026-02-12,2.35,1225
5727,東邦チタニウム,鉄鋼・非鉄,プライム,801.0,3335.0,971.0,3085.0,316.4,217.7,2025-04-07,2022-12-15,1.02,1225
7242,カヤバ,自動車・輸送機,プライム,1281.5,5320.0,1497.5,4605.0,315.1,207.5,2022-03-09,2026-02-26,0.55,1225
3964,オークネット,情報通信・サービスその他,プライム,316.5,1310.0,347.8,1270.0,313.9,265.2,2021-05-06,2026-04-08,0.43,1225
5832,ちゅうぎんフィナンシャルグループ,銀行,プライム,845.3,3485.0,913.0,3067.0,312.3,235.9,2023-06-08,2026-02-13,0.82,861
6489,前澤工業,機械,スタンダード,570.0,2347.0,611.0,2068.0,311.8,238.5,2021-12-21,2026-01-16,0.75,1225
8361,大垣共立銀行,銀行,プライム,1677.0,6880.0,2147.0,6810.0,310.3,217.2,2022-06-20,2026-02-27,2.42,1225
3153,八洲電機,商社・卸売,プライム,891.0,3655.0,962.0,3150.0,310.2,227.4,2022-03-09,2026-02-12,2.4,1225
8923,トーセイ,不動産,プライム,475.0,1943.0,569.5,1722.0,309.1,202.4,2021-11-29,2026-01-14,0.75,1225
1736,オーテック,建設・資材,スタンダード,684.0,2792.0,800.0,2405.0,308.2,200.6,2023-02-08,2026-01-20,4.27,1225
8354,ふくおかフィナンシャルグループ,銀行,プライム,1805.0,7334.0,2091.0,6526.0,306.3,212.1,2021-04-21,2026-02-12,1.0,1225
8020,兼松,商社・卸売,プライム,608.5,2468.0,726.5,2329.5,305.6,220.6,2021-12-02,2026-02-27,1.6,1225
3132,マクニカホールディングス,商社・卸売,プライム,734.7,2963.7,745.7,2318.0,303.4,210.8,2021-04-30,2024-02-15,1.14,1225
6250,やまびこ,機械,プライム,1012.0,4070.0,1249.0,4015.0,302.2,221.5,2022-01-31,2026-04-09,1.19,1225
7299,フジオーゼックス,自動車・輸送機,スタンダード,560.6,2250.0,563.6,1850.0,301.4,228.2,2021-04-21,2026-02-17,0.85,1225
8395,佐賀銀行,銀行,プライム,1350.0,5340.0,1443.0,5270.0,295.6,265.2,2021-06-21,2026-04-09,2.77,1225
9709,ＮＣＳ＆Ａ,情報通信・サービスその他,スタンダード,450.0,1778.0,493.0,1610.0,295.1,226.6,2021-08-20,2025-10-31,0.83,1225
8331,千葉銀行,銀行,プライム,619.0,2445.0,716.0,2222.0,295.0,210.3,2021-07-09,2026-02-09,1.13,1225
1982,日比谷総合設備,建設・資材,プライム,883.0,3485.0,954.0,3105.0,294.7,225.5,2022-05-19,2026-02-12,1.18,1225
8381,山陰合同銀行,銀行,プライム,500.0,1969.0,543.0,1910.0,293.8,251.7,2021-04-28,2026-04-08,1.38,1225
3480,ジェイ・エス・ビー,不動産,プライム,1363.5,5360.0,1605.0,5320.0,293.1,231.5,2022-01-28,2026-04-09,0.43,1225
