date,open,high,low,close,volume
2025-03-04,2500.0,2507.5,2451.0,2493.0,2266500.0
2025-03-05,2463.0,2506.0,2449.5,2477.0,1991800.0
2025-03-06,2462.0,2504.0,2450.0,2497.5,1568800.0
2025-03-07,2436.0,2476.5,2419.0,2439.5,1859500.0
2025-03-10,2439.5,2447.5,2385.0,2424.0,1732900.0
2025-03-11,2324.0,2342.0,2261.0,2337.5,3384200.0
2025-03-12,2325.0,2414.0,2319.5,2395.5,1703500.0
2025-03-13,2400.0,2456.0,2341.0,2353.0,1735600.0
2025-03-14,2333.5,2394.0,2333.5,2384.0,2277800.0
2025-03-17,2433.0,2469.5,2425.0,2448.0,1716600.0
2025-03-18,2479.5,2494.5,2412.5,2415.0,1524200.0
2025-03-19,2436.0,2451.0,2343.5,2343.5,1671400.0
2025-03-21,2343.0,2404.0,2325.5,2374.5,2482300.0
2025-03-24,2380.0,2424.0,2378.0,2386.0,1637900.0
2025-03-25,2425.5,2474.0,2407.0,2465.5,2591100.0
2025-03-26,2486.0,2488.0,2436.0,2466.0,2593000.0
2025-03-27,2417.5,2475.5,2417.5,2461.5,2577300.0
2025-03-28,2429.5,2458.0,2368.0,2391.0,1822900.0
2025-03-31,2300.0,2305.5,2244.5,2248.0,2424600.0
2025-04-01,2261.5,2276.0,2235.0,2247.5,1551800.0
2025-04-02,2270.0,2282.5,2212.0,2224.0,2551600.0
2025-04-03,2074.0,2157.5,2060.0,2111.5,2600900.0
2025-04-04,2061.5,2098.0,1921.5,1990.0,4224000.0
2025-04-07,1800.0,1872.0,1770.0,1798.5,3000700.0
2025-04-08,1872.5,1953.5,1870.0,1914.5,2253400.0
2025-04-09,1853.5,1870.0,1790.5,1833.0,2593000.0
2025-04-10,2133.0,2139.5,2040.0,2093.0,2958400.0
2025-04-11,1962.5,2023.5,1938.0,2009.0,1944500.0
2025-04-14,2044.0,2066.5,2015.5,2016.5,1364400.0
2025-04-15,2034.0,2048.0,2010.0,2010.0,1336800.0
2025-04-16,2010.0,2021.5,1929.0,1954.5,1652100.0
2025-04-17,1959.0,1985.0,1928.5,1985.0,2071100.0
2025-04-18,1984.5,1988.0,1951.0,1952.0,1338200.0
2025-04-21,1949.5,1952.0,1911.0,1916.0,1151800.0
2025-04-22,1903.5,1930.0,1902.5,1918.5,987600.0
2025-04-23,1998.5,1998.5,1960.0,1972.5,1846500.0
2025-04-24,2050.0,2096.0,2045.5,2068.5,2369400.0
