date,open,high,low,close,volume
2025-03-07,2800.0,2823.0,2321.0,2790.0,78062400.0
2025-03-14,2733.0,2968.0,2547.0,2960.0,85887700.0
2025-03-21,3120.0,3250.0,2970.0,2970.0,33841800.0
2025-03-28,2920.0,2945.0,2505.0,2564.0,40091000.0
2025-04-04,2500.0,2516.0,1790.0,1883.0,45978700.0
2025-04-11,1580.0,2080.0,1510.0,1982.0,57091700.0
2025-04-18,2081.0,2133.0,1778.0,1782.0,33922200.0
2025-04-25,1761.0,1905.0,1750.0,1870.0,24183800.0
2025-05-02,1893.0,1894.0,1805.0,1825.0,17987700.0
2025-05-09,1828.0,2055.0,1828.0,2046.0,20271300.0
2025-05-16,2040.0,2324.0,2031.0,2221.0,42495400.0
2025-05-23,2171.0,2246.0,2047.0,2058.0,17531500.0
2025-05-30,2035.0,2199.0,2008.0,2099.0,20550300.0
2025-06-06,2081.0,2278.0,1981.0,2165.0,27601300.0
2025-06-13,2208.0,2233.0,2005.0,2010.0,27743500.0
2025-06-20,2002.0,2318.0,1950.0,2284.0,36022400.0
2025-06-27,2234.0,2689.0,2210.0,2523.0,51134700.0
2025-07-04,2565.0,2599.0,2260.0,2380.0,42857700.0
2025-07-11,2450.0,2725.0,2405.0,2488.0,58640600.0
2025-07-18,2500.0,2510.0,2314.0,2353.0,34405200.0
2025-07-25,2323.0,2624.0,2323.0,2457.0,37122800.0
2025-08-01,2475.0,2498.0,2395.0,2424.0,18248800.0
2025-08-08,2324.0,2419.0,2270.0,2364.0,19240100.0
2025-08-15,2564.0,2699.0,2464.0,2560.0,49572800.0
2025-08-22,2570.0,2620.0,2280.0,2403.0,29172100.0
2025-08-29,2479.0,2645.0,2367.0,2596.0,27457900.0
2025-09-05,2549.0,3115.0,2541.0,3065.0,55241900.0
2025-09-12,3085.0,4500.0,3040.0,4440.0,102218600.0
2025-09-19,4750.0,4860.0,4310.0,4530.0,111047300.0
2025-09-26,4550.0,5180.0,4355.0,4395.0,82869200.0
2025-10-03,4465.0,6410.0,4420.0,6180.0,116390800.0
2025-10-10,6380.0,6520.0,5800.0,6160.0,87621600.0
2025-10-17,6230.0,6980.0,5850.0,6560.0,76576600.0
2025-10-24,6700.0,8870.0,6590.0,8780.0,114413400.0
2025-10-31,9980.0,11110.0,9200.0,10825.0,135408800.0
2025-11-07,11360.0,12135.0,9310.0,12040.0,116633200.0
2025-11-14,13090.0,14405.0,10025.0,10025.0,143261400.0
2025-11-21,10000.0,12590.0,9340.0,10030.0,263305200.0
2025-11-28,10800.0,11290.0,8353.0,9406.0,198902800.0
2025-12-05,9706.0,9721.0,8727.0,9430.0,207308700.0
2025-12-12,9580.0,10280.0,9375.0,9890.0,147463300.0
2025-12-19,9440.0,9620.0,8598.0,9340.0,196788800.0
2025-12-26,9600.0,11450.0,9556.0,11415.0,158088200.0
2026-01-02,11500.0,11555.0,10330.0,10435.0,59527500.0
2026-01-09,11350.0,13860.0,10945.0,12690.0,181749400.0
2026-01-16,13690.0,14790.0,13025.0,14750.0,113284000.0
2026-01-23,14300.0,18490.0,14230.0,17335.0,172048900.0
2026-01-30,17200.0,21610.0,17095.0,21360.0,175417800.0
2026-02-06,19860.0,21135.0,18280.0,19095.0,189431800.0
2026-02-13,20695.0,24420.0,18505.0,22845.0,149814600.0
2026-02-20,23030.0,23570.0,20190.0,20560.0,115497000.0
2026-02-27,21175.0,22780.0,20400.0,21210.0,108947400.0
2026-03-06,20700.0,22465.0,18300.0,19975.0,151618900.0
2026-03-13,17975.0,22345.0,16850.0,21065.0,160587500.0
2026-03-20,21600.0,23410.0,21245.0,22360.0,149991400.0
2026-03-27,21360.0,22445.0,19075.0,20270.0,194941000.0
2026-04-03,19370.0,22400.0,18540.0,21850.0,189482100.0
2026-04-10,22120.0,23400.0,21955.0,23270.0,66705200.0
