date,open,high,low,close,volume
2025-03-06,292.0,295.0,290.0,292.0,44700.0
2025-03-07,292.0,294.0,289.0,289.0,32300.0
2025-03-10,289.0,290.0,282.0,290.0,45800.0
2025-03-11,286.0,291.0,274.0,290.0,164000.0
2025-03-12,290.0,299.0,285.0,294.0,111700.0
2025-03-13,297.0,297.0,290.0,296.0,56700.0
2025-03-14,292.0,308.0,290.0,306.0,132400.0
2025-03-17,317.0,337.0,315.0,335.0,441900.0
2025-03-18,334.0,346.0,331.0,341.0,145100.0
2025-03-19,341.0,354.0,340.0,347.0,143500.0
2025-03-21,339.0,341.0,329.0,339.0,124300.0
2025-03-24,339.0,339.0,333.0,339.0,42100.0
2025-03-25,339.0,347.0,333.0,335.0,54300.0
2025-03-26,334.0,334.0,330.0,332.0,30200.0
2025-03-27,330.0,333.0,322.0,328.0,81100.0
2025-03-28,321.0,322.0,312.0,312.0,62300.0
2025-03-31,310.0,314.0,302.0,312.0,78900.0
2025-04-01,312.0,316.0,301.0,309.0,98700.0
2025-04-02,310.0,325.0,307.0,320.0,87300.0
2025-04-03,314.0,326.0,309.0,320.0,55900.0
2025-04-04,316.0,319.0,288.0,309.0,262600.0
2025-04-07,272.0,277.0,254.0,254.0,250200.0
2025-04-08,274.0,288.0,261.0,285.0,84000.0
2025-04-09,277.0,285.0,265.0,270.0,69800.0
2025-04-10,302.0,304.0,287.0,303.0,83600.0
2025-04-11,295.0,309.0,292.0,309.0,74200.0
2025-04-14,315.0,316.0,305.0,305.0,37700.0
2025-04-15,309.0,310.0,302.0,304.0,15000.0
2025-04-16,304.0,304.0,297.0,299.0,36600.0
2025-04-17,298.0,309.0,298.0,309.0,25200.0
2025-04-18,307.0,314.0,306.0,310.0,22900.0
2025-04-21,310.0,310.0,305.0,310.0,22200.0
2025-04-22,306.0,320.0,306.0,318.0,113200.0
2025-04-23,318.0,318.0,311.0,311.0,11000.0
2025-04-24,315.0,319.0,311.0,319.0,31700.0
2025-04-25,321.0,322.0,316.0,317.0,13400.0
