date,open,high,low,close,volume
2025-03-07,6339.0,6339.0,5509.0,5535.0,20146300.0
2025-03-14,5635.0,5911.0,5395.0,5845.0,20014200.0
2025-03-21,5996.0,5998.0,5695.0,5705.0,14088000.0
2025-03-28,5677.0,5816.0,5164.0,5237.0,11512700.0
2025-04-04,4999.0,5115.0,4195.0,4347.0,15150700.0
2025-04-11,3647.0,4565.0,3647.0,4228.0,16693800.0
2025-04-18,4355.0,4409.0,4042.0,4153.0,8551800.0
2025-04-25,4096.0,4495.0,3947.0,4477.0,7737600.0
2025-05-02,4547.0,4548.0,4361.0,4420.0,5672100.0
2025-05-09,4425.0,4885.0,4406.0,4805.0,6196000.0
2025-05-16,4821.0,5737.0,4808.0,5393.0,24528700.0
2025-05-23,5293.0,6550.0,5266.0,6518.0,32268900.0
2025-05-30,6545.0,6978.0,6375.0,6878.0,23614100.0
2025-06-06,6757.0,7325.0,6683.0,7018.0,20993300.0
2025-06-13,7130.0,7286.0,6644.0,6714.0,16180200.0
2025-06-20,6744.0,7005.0,6655.0,6755.0,10031000.0
2025-06-27,6660.0,7276.0,6551.0,7170.0,17562300.0
2025-07-04,7298.0,7420.0,6804.0,7198.0,25303000.0
2025-07-11,7090.0,7561.0,6909.0,7093.0,24539600.0
2025-07-18,7062.0,7918.0,6973.0,7680.0,22168800.0
2025-07-25,7743.0,8218.0,7491.0,8150.0,21930600.0
2025-08-01,8252.0,9321.0,8000.0,8970.0,29334800.0
2025-08-08,8591.0,10015.0,8086.0,8159.0,53485000.0
2025-08-15,8400.0,8860.0,8190.0,8750.0,44031600.0
2025-08-22,8742.0,9063.0,8110.0,8481.0,49644500.0
2025-08-29,8784.0,9374.0,8575.0,9374.0,59153800.0
2025-09-05,9074.0,9088.0,8325.0,8820.0,57329500.0
2025-09-12,8856.0,9533.0,8727.0,9108.0,43497200.0
2025-09-19,9221.0,9315.0,8630.0,8957.0,27359300.0
2025-09-26,9037.0,9310.0,8748.0,8899.0,21373200.0
2025-10-03,8891.0,9360.0,8634.0,8879.0,29640700.0
2025-10-10,9029.0,9995.0,8915.0,9542.0,47356200.0
2025-10-17,9451.0,9627.0,8788.0,9092.0,29988000.0
2025-10-24,9278.0,9677.0,8906.0,9626.0,33445100.0
2025-10-31,9810.0,11000.0,9589.0,11000.0,33200500.0
2025-11-07,11500.0,11695.0,9646.0,10300.0,20606700.0
2025-11-14,10495.0,11080.0,8929.0,9823.0,70029900.0
2025-11-21,9725.0,10440.0,8791.0,8865.0,45518000.0
2025-11-28,9165.0,9939.0,8888.0,9928.0,22264600.0
2025-12-05,9928.0,10140.0,9467.0,9727.0,26337700.0
2025-12-12,9813.0,10285.0,9570.0,9815.0,18762200.0
2025-12-19,9500.0,9678.0,8841.0,9264.0,17519600.0
2025-12-26,9570.0,10230.0,9517.0,9884.0,12074200.0
2026-01-02,9827.0,10210.0,9809.0,10010.0,4001100.0
2026-01-09,10460.0,10745.0,9648.0,10015.0,13056800.0
2026-01-16,10275.0,10425.0,9703.0,10380.0,12773500.0
2026-01-23,10120.0,12520.0,10110.0,12205.0,23393900.0
2026-01-30,12210.0,14700.0,12115.0,13530.0,27272300.0
2026-02-06,13230.0,15685.0,13040.0,14500.0,23504200.0
2026-02-13,15120.0,23285.0,14690.0,21495.0,35566800.0
2026-02-20,21795.0,23640.0,20470.0,23335.0,17515700.0
2026-02-27,24835.0,29025.0,24585.0,28100.0,30431300.0
2026-03-06,27100.0,32120.0,26775.0,28150.0,41479800.0
2026-03-13,25610.0,30990.0,23210.0,30690.0,41429900.0
2026-03-20,31250.0,31280.0,27430.0,29400.0,28718400.0
2026-03-27,27900.0,34040.0,26850.0,30890.0,40037800.0
2026-04-03,29700.0,36080.0,28200.0,35800.0,58979600.0
2026-04-10,37900.0,38050.0,35770.0,36510.0,18609500.0
