date,open,high,low,close,volume
2025-03-07,292.0,295.0,289.0,289.0,77000.0
2025-03-14,289.0,308.0,274.0,306.0,510600.0
2025-03-21,317.0,354.0,315.0,339.0,854800.0
2025-03-28,339.0,347.0,312.0,312.0,270000.0
2025-04-04,310.0,326.0,288.0,309.0,583400.0
2025-04-11,272.0,309.0,254.0,309.0,561800.0
2025-04-18,315.0,316.0,297.0,310.0,137400.0
2025-04-25,310.0,322.0,305.0,317.0,191500.0
2025-05-02,317.0,325.0,313.0,322.0,90600.0
2025-05-09,326.0,333.0,317.0,323.0,104800.0
2025-05-16,322.0,371.0,316.0,352.0,722100.0
2025-05-23,355.0,379.0,355.0,375.0,348900.0
2025-05-30,372.0,405.0,372.0,405.0,465700.0
2025-06-06,404.0,413.0,378.0,378.0,481100.0
2025-06-13,372.0,401.0,372.0,381.0,700100.0
2025-06-20,388.0,405.0,365.0,381.0,541900.0
2025-06-27,375.0,389.0,367.0,376.0,580400.0
2025-07-04,379.0,383.0,355.0,363.0,416500.0
2025-07-11,363.0,375.0,361.0,364.0,104200.0
2025-07-18,364.0,377.0,364.0,367.0,141500.0
2025-07-25,368.0,387.0,367.0,383.0,230500.0
2025-08-01,381.0,387.0,379.0,384.0,121200.0
2025-08-08,376.0,385.0,373.0,381.0,131300.0
2025-08-15,385.0,404.0,354.0,366.0,1226300.0
2025-08-22,366.0,367.0,341.0,347.0,610200.0
2025-08-29,347.0,347.0,328.0,342.0,442600.0
2025-09-05,345.0,348.0,328.0,338.0,204000.0
2025-09-12,338.0,339.0,325.0,325.0,182300.0
2025-09-19,332.0,339.0,327.0,333.0,164800.0
2025-09-26,333.0,346.0,331.0,336.0,267500.0
2025-10-03,336.0,343.0,328.0,337.0,302300.0
2025-10-10,338.0,352.0,334.0,349.0,360600.0
2025-10-17,346.0,355.0,337.0,352.0,384600.0
2025-10-24,351.0,365.0,349.0,357.0,414900.0
2025-10-31,358.0,374.0,355.0,364.0,444100.0
2025-11-07,364.0,369.0,351.0,363.0,309900.0
2025-11-14,365.0,396.0,350.0,354.0,925600.0
2025-11-21,355.0,373.0,340.0,368.0,455800.0
2025-11-28,372.0,372.0,336.0,342.0,246700.0
2025-12-05,345.0,346.0,325.0,342.0,340300.0
2025-12-12,345.0,359.0,337.0,359.0,385300.0
2025-12-19,363.0,385.0,345.0,385.0,663400.0
2025-12-26,384.0,467.0,381.0,425.0,1422600.0
2026-01-02,437.0,440.0,417.0,435.0,220200.0
2026-01-09,435.0,454.0,412.0,433.0,610100.0
2026-01-16,437.0,447.0,433.0,443.0,268800.0
2026-01-23,447.0,448.0,422.0,442.0,170200.0
2026-01-30,442.0,442.0,382.0,408.0,455400.0
2026-02-06,400.0,408.0,393.0,393.0,143600.0
2026-02-13,394.0,430.0,389.0,391.0,370300.0
2026-02-20,395.0,407.0,372.0,403.0,353300.0
2026-02-27,408.0,452.0,392.0,436.0,338400.0
2026-03-06,428.0,520.0,413.0,494.0,2472300.0
2026-03-13,462.0,531.0,453.0,500.0,808600.0
2026-03-20,497.0,505.0,443.0,444.0,492700.0
2026-03-27,421.0,538.0,413.0,490.0,1957400.0
2026-04-03,482.0,502.0,450.0,502.0,490100.0
2026-04-10,504.0,508.0,481.0,488.0,347900.0
