date,open,high,low,close,volume
2025-03-04,9795.0,9805.0,9700.0,9805.0,178.0
2025-03-05,9655.0,9675.0,9630.0,9650.0,1420.0
2025-03-06,9595.0,9650.0,9595.0,9618.0,386.0
2025-03-07,9535.0,9535.0,9431.0,9495.0,1122.0
2025-03-10,9645.0,9645.0,9440.0,9481.0,542.0
2025-03-11,9420.0,9469.0,9390.0,9463.0,587.0
2025-03-12,9425.0,9460.0,9410.0,9455.0,191.0
2025-03-13,9480.0,9500.0,9353.0,9354.0,1510.0
2025-03-14,9500.0,9500.0,9422.0,9455.0,562.0
2025-03-17,9500.0,9598.0,9500.0,9576.0,195.0
2025-03-18,9678.0,9720.0,9675.0,9720.0,524.0
2025-03-19,9720.0,9720.0,9610.0,9652.0,3349.0
2025-03-21,9640.0,9690.0,9565.0,9600.0,1790.0
2025-03-24,9635.0,9645.0,9535.0,9545.0,245.0
2025-03-25,9657.0,9696.0,9645.0,9682.0,315.0
2025-03-26,9691.0,9691.0,9450.0,9640.0,399.0
2025-03-27,9748.0,9748.0,9651.0,9651.0,303.0
2025-03-28,9800.0,9899.0,9735.0,9800.0,466.0
2025-03-31,9810.0,9810.0,9573.0,9630.0,412.0
2025-04-01,9799.0,9799.0,9685.0,9712.0,225.0
2025-04-02,9862.0,9862.0,9721.0,9729.0,425.0
2025-04-03,9506.0,9580.0,9480.0,9480.0,2173.0
2025-04-04,9354.0,9409.0,9266.0,9266.0,2423.0
2025-04-07,8545.0,8600.0,8220.0,8560.0,1346.0
2025-04-08,8710.0,8900.0,8449.0,8899.0,426.0
2025-04-09,8898.0,8898.0,8600.0,8662.0,188.0
2025-04-10,9105.0,9105.0,8880.0,8959.0,366.0
2025-04-11,9075.0,9097.0,9000.0,9097.0,272.0
2025-04-14,9021.0,9148.0,9021.0,9032.0,301.0
2025-04-15,9100.0,9120.0,9009.0,9009.0,294.0
2025-04-16,9100.0,9100.0,8890.0,8890.0,91.0
2025-04-17,9025.0,9091.0,9014.0,9014.0,212.0
2025-04-18,9005.0,9018.0,8985.0,9005.0,316.0
2025-04-21,9100.0,9100.0,8895.0,8920.0,160.0
2025-04-22,8870.0,8879.0,8803.0,8840.0,244.0
2025-04-23,8955.0,8973.0,8880.0,8955.0,240.0
2025-04-24,9100.0,9165.0,8800.0,9090.0,326.0
2025-04-25,9260.0,9260.0,9140.0,9161.0,160.0
2025-04-28,9198.0,9199.0,9160.0,9160.0,211.0
2025-04-30,9160.0,9167.0,9124.0,9145.0,243.0
2025-05-01,9165.0,9199.0,9133.0,9199.0,1927.0
2025-05-02,9200.0,9244.0,9189.0,9189.0,1204.0
2025-05-07,9010.0,9010.0,8974.0,8995.0,590.0
2025-05-08,8960.0,9000.0,8940.0,8999.0,334.0
2025-05-09,9140.0,9140.0,8975.0,9000.0,398.0
2025-05-12,9240.0,9240.0,9031.0,9031.0,200.0
2025-05-13,9250.0,9333.0,9216.0,9220.0,270.0
2025-05-14,9415.0,9450.0,9285.0,9450.0,782.0
2025-05-15,9350.0,9360.0,9190.0,9240.0,267.0
2025-05-16,9265.0,9265.0,9229.0,9229.0,212.0
2025-05-19,9100.0,9170.0,9088.0,9160.0,209.0
2025-05-20,9185.0,9215.0,9140.0,9145.0,188.0
2025-05-21,9272.0,9272.0,9070.0,9128.0,142.0
2025-05-22,9128.0,9128.0,8970.0,8980.0,261.0
2025-05-23,8960.0,8975.0,8910.0,8944.0,745.0
2025-05-26,8800.0,8910.0,8738.0,8790.0,853.0
2025-05-27,8800.0,8800.0,8710.0,8800.0,254.0
2025-05-28,8750.0,8770.0,8710.0,8752.0,506.0
2025-05-29,8902.0,8959.0,8726.0,8955.0,306.0
2025-05-30,8720.0,8798.0,8715.0,8754.0,657.0
2025-06-02,8710.0,8710.0,8560.0,8580.0,815.0
2025-06-03,8580.0,8625.0,8571.0,8600.0,203.0
2025-06-04,8650.0,8670.0,8612.0,8670.0,124.0
2025-06-05,8540.0,8600.0,8540.0,8597.0,1129.0
